invoice_no,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,date,day,month,year,month/year,quarter,week
I233445,Female,51,Clothing,5,1500.4,Credit Card,13/10/2022,Metrocity,7502.0,2022-10-13,13,10,2022,2022-10,4,41
I268012,Female,23,Toys,5,179.2,Credit Card,18/09/2021,Forum Istanbul,896.0,2021-09-18,18,9,2021,2021-09,3,37
I893531,Female,50,Clothing,5,1500.4,Credit Card,5/8/2022,Emaar Square Mall,7502.0,2022-08-05,5,8,2022,2022-08,3,31
I367965,Female,59,Clothing,5,1500.4,Cash,16/07/2021,Kanyon,7502.0,2021-07-16,16,7,2021,2021-07,3,28
I107818,Female,36,Shoes,2,1200.34,Credit Card,7/11/2021,Mall of Istanbul,2400.68,2021-11-07,7,11,2021,2021-11,4,44
I328970,Male,68,Food & Beverage,1,5.23,Debit Card,20/09/2021,Metrocity,5.23,2021-09-20,20,9,2021,2021-09,3,38
I182746,Female,46,Cosmetics,5,203.3,Credit Card,4/8/2022,Kanyon,1016.5,2022-08-04,4,8,2022,2022-08,3,31
I196128,Female,20,Clothing,5,1500.4,Cash,8/10/2022,Metrocity,7502.0,2022-10-08,8,10,2022,2022-10,4,40
I263202,Male,43,Shoes,5,3000.85,Credit Card,28/03/2021,Mall of Istanbul,15004.25,2021-03-28,28,3,2021,2021-03,1,12
I148752,Male,57,Technology,3,3150.0,Cash,20/09/2022,Metrocity,9450.0,2022-09-20,20,9,2022,2022-09,3,38
I260683,Female,64,Cosmetics,5,203.3,Cash,12/3/2022,Mall of Istanbul,1016.5,2022-03-12,12,3,2022,2022-03,1,10
I115530,Female,48,Clothing,3,900.24,Cash,12/8/2022,Istinye Park,2700.7200000000003,2022-08-12,12,8,2022,2022-08,3,32
I140939,Male,19,Cosmetics,1,40.66,Credit Card,10/3/2021,Istinye Park,40.66,2021-03-10,10,3,2021,2021-03,1,10
I114487,Male,62,Clothing,3,900.24,Cash,26/04/2022,Viaport Outlet,2700.7200000000003,2022-04-26,26,4,2022,2022-04,2,17
I478214,Male,37,Clothing,4,1200.32,Debit Card,22/09/2021,Istinye Park,4801.28,2021-09-22,22,9,2021,2021-09,3,38
I306065,Male,66,Cosmetics,5,203.3,Cash,1/1/2022,Metropol AVM,1016.5,2022-01-01,1,1,2022,2022-01,1,52
I304282,Male,48,Technology,2,2100.0,Credit Card,5/5/2021,Metropol AVM,4200.0,2021-05-05,5,5,2021,2021-05,2,18
I167972,Male,36,Souvenir,2,23.46,Debit Card,18/07/2021,Istinye Park,46.92,2021-07-18,18,7,2021,2021-07,3,28
I330557,Female,46,Shoes,1,600.17,Cash,25/09/2021,Mall of Istanbul,600.17,2021-09-25,25,9,2021,2021-09,3,38
I321279,Male,67,Food & Beverage,1,5.23,Credit Card,5/1/2021,Forum Istanbul,5.23,2021-01-05,5,1,2021,2021-01,1,1
I790781,Female,48,Toys,2,71.68,Credit Card,14/04/2022,Metrocity,143.36,2022-04-14,14,4,2022,2022-04,2,15
I119712,Female,38,Clothing,5,1500.4,Cash,3/2/2022,Istinye Park,7502.0,2022-02-03,3,2,2022,2022-02,1,5
I182371,Male,53,Cosmetics,3,121.98,Credit Card,6/3/2021,Emaar Square Mall,365.94,2021-03-06,6,3,2021,2021-03,1,9
I212413,Male,60,Shoes,3,1800.51,Credit Card,6/1/2021,Mall of Istanbul,5401.53,2021-01-06,6,1,2021,2021-01,1,1
I316678,Male,36,Clothing,1,300.08,Cash,15/01/2022,Metrocity,300.08,2022-01-15,15,1,2022,2022-01,1,2
I326248,Female,64,Technology,5,5250.0,Cash,31/07/2022,Metropol AVM,26250.0,2022-07-31,31,7,2022,2022-07,3,30
I800928,Female,50,Cosmetics,3,121.98,Credit Card,13/03/2021,Cevahir AVM,365.94,2021-03-13,13,3,2021,2021-03,1,10
I162626,Female,29,Food & Beverage,5,26.15,Cash,11/8/2021,Metropol AVM,130.75,2021-08-11,11,8,2021,2021-08,3,32
I174062,Female,44,Souvenir,4,46.92,Credit Card,23/02/2022,Emaar Square Mall,187.68,2022-02-23,23,2,2022,2022-02,1,8
I168962,Female,52,Shoes,4,2400.68,Credit Card,13/04/2021,Zorlu Center,9602.72,2021-04-13,13,4,2021,2021-04,2,15
I208860,Female,69,Shoes,4,2400.68,Cash,9/11/2022,Metrocity,9602.72,2022-11-09,9,11,2022,2022-11,4,45
I322022,Male,69,Books,5,75.75,Cash,16/10/2022,Kanyon,378.75,2022-10-16,16,10,2022,2022-10,4,41
I266981,Female,59,Technology,3,3150.0,Credit Card,26/12/2022,Metrocity,9450.0,2022-12-26,26,12,2022,2022-12,4,52
I316046,Female,54,Clothing,3,900.24,Credit Card,5/12/2022,Kanyon,2700.7200000000003,2022-12-05,5,12,2022,2022-12,4,49
I285120,Female,51,Cosmetics,1,40.66,Debit Card,21/11/2022,Kanyon,40.66,2022-11-21,21,11,2022,2022-11,4,47
I511855,Female,38,Cosmetics,4,162.64,Cash,21/05/2022,Kanyon,650.56,2022-05-21,21,5,2022,2022-05,2,20
I274366,Male,62,Food & Beverage,2,10.46,Credit Card,4/8/2021,Metropol AVM,20.92,2021-08-04,4,8,2021,2021-08,3,31
I765818,Male,18,Shoes,4,2400.68,Credit Card,6/6/2021,Kanyon,9602.72,2021-06-06,6,6,2021,2021-06,2,22
I423260,Female,31,Clothing,4,1200.32,Credit Card,6/12/2021,Istinye Park,4801.28,2021-12-06,6,12,2021,2021-12,4,49
I117138,Female,19,Clothing,2,600.16,Credit Card,21/05/2021,Forum Istanbul,1200.32,2021-05-21,21,5,2021,2021-05,2,20
I236494,Female,23,Clothing,5,1500.4,Credit Card,1/2/2023,Metrocity,7502.0,2023-02-01,1,2,2023,2023-02,1,5
I148530,Male,24,Food & Beverage,2,10.46,Debit Card,11/6/2021,Zorlu Center,20.92,2021-06-11,11,6,2021,2021-06,2,23
I485958,Female,33,Food & Beverage,5,26.15,Cash,15/01/2022,Mall of Istanbul,130.75,2022-01-15,15,1,2022,2022-01,1,2
I942078,Female,48,Books,1,15.15,Debit Card,29/07/2022,Mall of Istanbul,15.15,2022-07-29,29,7,2022,2022-07,3,30
I235890,Female,19,Clothing,5,1500.4,Credit Card,20/04/2022,Forum Istanbul,7502.0,2022-04-20,20,4,2022,2022-04,2,16
I720115,Female,52,Food & Beverage,3,15.69,Debit Card,2/1/2022,Mall of Istanbul,47.07,2022-01-02,2,1,2022,2022-01,1,52
I152633,Male,55,Cosmetics,3,121.98,Cash,2/7/2021,Metropol AVM,365.94,2021-07-02,2,7,2021,2021-07,3,26
I184683,Male,69,Souvenir,3,35.19,Cash,16/07/2022,Forum Istanbul,105.57,2022-07-16,16,7,2022,2022-07,3,28
I171406,Male,35,Clothing,2,600.16,Cash,7/11/2021,Metropol AVM,1200.32,2021-11-07,7,11,2021,2021-11,4,44
I245119,Female,68,Clothing,4,1200.32,Cash,24/06/2022,Emaar Square Mall,4801.28,2022-06-24,24,6,2022,2022-06,2,25
I348846,Female,20,Cosmetics,4,162.64,Debit Card,3/11/2021,Mall of Istanbul,650.56,2021-11-03,3,11,2021,2021-11,4,44
I315249,Female,61,Food & Beverage,4,20.92,Cash,14/06/2021,Kanyon,83.68,2021-06-14,14,6,2021,2021-06,2,24
I500201,Male,42,Books,5,75.75,Cash,12/1/2023,Mall of Istanbul,378.75,2023-01-12,12,1,2023,2023-01,1,2
I707375,Female,25,Food & Beverage,3,15.69,Cash,29/09/2022,Mall of Istanbul,47.07,2022-09-29,29,9,2022,2022-09,3,39
I199501,Female,37,Clothing,1,300.08,Debit Card,2/10/2021,Metrocity,300.08,2021-10-02,2,10,2021,2021-10,4,39
I192620,Female,36,Technology,5,5250.0,Cash,11/12/2021,Metrocity,26250.0,2021-12-11,11,12,2021,2021-12,4,49
I286905,Male,54,Food & Beverage,1,5.23,Cash,17/07/2022,Mall of Istanbul,5.23,2022-07-17,17,7,2022,2022-07,3,28
I459539,Female,59,Toys,2,71.68,Credit Card,25/01/2021,Forum Istanbul,143.36,2021-01-25,25,1,2021,2021-01,1,4
I329091,Male,67,Souvenir,4,46.92,Debit Card,17/09/2022,Metrocity,187.68,2022-09-17,17,9,2022,2022-09,3,37
I212113,Female,25,Clothing,4,1200.32,Debit Card,12/9/2021,Emaar Square Mall,4801.28,2021-09-12,12,9,2021,2021-09,3,36
I315642,Female,67,Toys,4,143.36,Cash,2/4/2021,Kanyon,573.44,2021-04-02,2,4,2021,2021-04,2,13
I334339,Male,65,Clothing,1,300.08,Cash,28/09/2022,Kanyon,300.08,2022-09-28,28,9,2022,2022-09,3,39
I138779,Male,66,Books,5,75.75,Cash,23/12/2022,Istinye Park,378.75,2022-12-23,23,12,2022,2022-12,4,51
I104225,Female,48,Technology,5,5250.0,Credit Card,13/06/2021,Emaar Square Mall,26250.0,2021-06-13,13,6,2021,2021-06,2,23
I186915,Female,50,Cosmetics,5,203.3,Cash,8/6/2022,Cevahir AVM,1016.5,2022-06-08,8,6,2022,2022-06,2,23
I162236,Female,31,Cosmetics,2,81.32,Credit Card,19/11/2022,Cevahir AVM,162.64,2022-11-19,19,11,2022,2022-11,4,46
I557363,Male,23,Clothing,4,1200.32,Cash,7/4/2021,Zorlu Center,4801.28,2021-04-07,7,4,2021,2021-04,2,14
I253044,Female,40,Clothing,1,300.08,Credit Card,30/01/2023,Mall of Istanbul,300.08,2023-01-30,30,1,2023,2023-01,1,5
I213036,Female,57,Toys,1,35.84,Credit Card,9/3/2022,Forum Istanbul,35.84,2022-03-09,9,3,2022,2022-03,1,10
I288556,Male,64,Food & Beverage,1,5.23,Debit Card,2/3/2023,Mall of Istanbul,5.23,2023-03-02,2,3,2023,2023-03,1,9
I202452,Female,39,Clothing,2,600.16,Cash,30/09/2022,Emaar Square Mall,1200.32,2022-09-30,30,9,2022,2022-09,3,39
I250715,Male,59,Clothing,3,900.24,Debit Card,11/3/2022,Metrocity,2700.7200000000003,2022-03-11,11,3,2022,2022-03,1,10
I163956,Male,52,Cosmetics,3,121.98,Credit Card,1/6/2022,Cevahir AVM,365.94,2022-06-01,1,6,2022,2022-06,2,22
I232305,Female,67,Food & Beverage,3,15.69,Cash,3/9/2022,Metrocity,47.07,2022-09-03,3,9,2022,2022-09,3,35
I333636,Female,28,Shoes,1,600.17,Credit Card,16/05/2022,Mall of Istanbul,600.17,2022-05-16,16,5,2022,2022-05,2,20
I188673,Female,18,Cosmetics,4,162.64,Cash,10/2/2023,Kanyon,650.56,2023-02-10,10,2,2023,2023-02,1,6
I336025,Female,60,Clothing,1,300.08,Credit Card,6/5/2022,Istinye Park,300.08,2022-05-06,6,5,2022,2022-05,2,18
I316280,Male,48,Toys,3,107.52,Cash,19/12/2022,Zorlu Center,322.56,2022-12-19,19,12,2022,2022-12,4,51
I127997,Male,46,Food & Beverage,4,20.92,Credit Card,24/01/2021,Mall of Istanbul,83.68,2021-01-24,24,1,2021,2021-01,1,3
I334468,Male,36,Books,5,75.75,Credit Card,27/12/2021,Istinye Park,378.75,2021-12-27,27,12,2021,2021-12,4,52
I977912,Female,19,Clothing,4,1200.32,Debit Card,18/08/2021,Metrocity,4801.28,2021-08-18,18,8,2021,2021-08,3,33
I230201,Female,62,Technology,3,3150.0,Cash,20/04/2021,Metropol AVM,9450.0,2021-04-20,20,4,2021,2021-04,2,16
I173814,Female,31,Clothing,2,600.16,Cash,17/02/2023,Mall of Istanbul,1200.32,2023-02-17,17,2,2023,2023-02,1,7
I292963,Male,35,Cosmetics,5,203.3,Cash,25/05/2021,Metropol AVM,1016.5,2021-05-25,25,5,2021,2021-05,2,21
I101093,Female,43,Clothing,4,1200.32,Cash,5/7/2021,Mall of Istanbul,4801.28,2021-07-05,5,7,2021,2021-07,3,27
I325137,Male,55,Clothing,5,1500.4,Cash,26/09/2022,Viaport Outlet,7502.0,2022-09-26,26,9,2022,2022-09,3,39
I156247,Female,63,Food & Beverage,5,26.15,Credit Card,23/08/2021,Kanyon,130.75,2021-08-23,23,8,2021,2021-08,3,34
I163171,Male,60,Clothing,4,1200.32,Cash,16/10/2022,Kanyon,4801.28,2022-10-16,16,10,2022,2022-10,4,41
I327092,Female,20,Cosmetics,4,162.64,Cash,14/01/2023,Kanyon,650.56,2023-01-14,14,1,2023,2023-01,1,2
I798115,Female,64,Clothing,4,1200.32,Cash,18/02/2023,Metropol AVM,4801.28,2023-02-18,18,2,2023,2023-02,1,7
I107892,Male,37,Shoes,3,1800.51,Credit Card,6/2/2023,Metrocity,5401.53,2023-02-06,6,2,2023,2023-02,1,6
I137545,Male,23,Books,2,30.3,Debit Card,3/1/2023,Emaar Square Mall,60.6,2023-01-03,3,1,2023,2023-01,1,1
I242757,Female,64,Clothing,1,300.08,Credit Card,2/11/2022,Mall of Istanbul,300.08,2022-11-02,2,11,2022,2022-11,4,44
I557346,Male,42,Clothing,5,1500.4,Cash,9/2/2022,Kanyon,7502.0,2022-02-09,9,2,2022,2022-02,1,6
I282006,Male,59,Clothing,5,1500.4,Credit Card,8/7/2021,Emaar Square Mall,7502.0,2021-07-08,8,7,2021,2021-07,3,27
I191003,Male,23,Clothing,1,300.08,Credit Card,8/12/2022,Viaport Outlet,300.08,2022-12-08,8,12,2022,2022-12,4,49
I230626,Female,65,Books,5,75.75,Cash,12/6/2022,Emaar Square Mall,378.75,2022-06-12,12,6,2022,2022-06,2,23
I218372,Female,38,Cosmetics,3,121.98,Cash,1/8/2021,Emaar Square Mall,365.94,2021-08-01,1,8,2021,2021-08,3,30
I127792,Male,24,Food & Beverage,1,5.23,Cash,23/04/2022,Istinye Park,5.23,2022-04-23,23,4,2022,2022-04,2,16
I255385,Male,46,Food & Beverage,4,20.92,Credit Card,19/08/2021,Kanyon,83.68,2021-08-19,19,8,2021,2021-08,3,33
I255632,Male,52,Books,5,75.75,Credit Card,16/01/2022,Metropol AVM,378.75,2022-01-16,16,1,2022,2022-01,1,2
I317414,Male,64,Clothing,4,1200.32,Credit Card,15/08/2022,Forum Istanbul,4801.28,2022-08-15,15,8,2022,2022-08,3,33
I143855,Female,30,Technology,3,3150.0,Cash,18/03/2022,Kanyon,9450.0,2022-03-18,18,3,2022,2022-03,1,11
I236712,Female,64,Technology,1,1050.0,Cash,16/01/2021,Viaport Outlet,1050.0,2021-01-16,16,1,2021,2021-01,1,2
I333048,Female,42,Clothing,3,900.24,Credit Card,27/01/2022,Kanyon,2700.7200000000003,2022-01-27,27,1,2022,2022-01,1,4
I188525,Male,46,Shoes,2,1200.34,Cash,30/12/2021,Kanyon,2400.68,2021-12-30,30,12,2021,2021-12,4,52
I279568,Male,67,Clothing,2,600.16,Debit Card,13/11/2021,Metrocity,1200.32,2021-11-13,13,11,2021,2021-11,4,45
I416736,Male,28,Food & Beverage,3,15.69,Debit Card,8/4/2021,Kanyon,47.07,2021-04-08,8,4,2021,2021-04,2,14
I205778,Male,26,Shoes,1,600.17,Credit Card,25/06/2022,Mall of Istanbul,600.17,2022-06-25,25,6,2022,2022-06,2,25
I116661,Female,35,Cosmetics,5,203.3,Credit Card,14/09/2021,Kanyon,1016.5,2021-09-14,14,9,2021,2021-09,3,37
I257468,Male,61,Clothing,3,900.24,Credit Card,10/2/2022,Kanyon,2700.7200000000003,2022-02-10,10,2,2022,2022-02,1,6
I220239,Male,45,Souvenir,1,11.73,Credit Card,28/03/2021,Forum Istanbul,11.73,2021-03-28,28,3,2021,2021-03,1,12
I319276,Male,50,Clothing,2,600.16,Credit Card,11/4/2021,Metropol AVM,1200.32,2021-04-11,11,4,2021,2021-04,2,14
I293528,Female,47,Toys,1,35.84,Credit Card,17/07/2021,Mall of Istanbul,35.84,2021-07-17,17,7,2021,2021-07,3,28
I279658,Female,28,Shoes,4,2400.68,Debit Card,8/11/2022,Metrocity,9602.72,2022-11-08,8,11,2022,2022-11,4,45
I270313,Female,58,Clothing,5,1500.4,Credit Card,27/09/2021,Metropol AVM,7502.0,2021-09-27,27,9,2021,2021-09,3,39
I334319,Male,54,Toys,4,143.36,Credit Card,7/9/2021,Mall of Istanbul,573.44,2021-09-07,7,9,2021,2021-09,3,36
I120055,Female,27,Souvenir,3,35.19,Credit Card,15/08/2022,Cevahir AVM,105.57,2022-08-15,15,8,2022,2022-08,3,33
I272194,Female,42,Clothing,4,1200.32,Cash,1/3/2021,Kanyon,4801.28,2021-03-01,1,3,2021,2021-03,1,9
I218878,Female,45,Food & Beverage,1,5.23,Credit Card,24/07/2022,Mall of Istanbul,5.23,2022-07-24,24,7,2022,2022-07,3,29
I236555,Female,68,Clothing,1,300.08,Cash,2/2/2023,Kanyon,300.08,2023-02-02,2,2,2023,2023-02,1,5
I249192,Female,63,Clothing,5,1500.4,Cash,18/03/2022,Istinye Park,7502.0,2022-03-18,18,3,2022,2022-03,1,11
I248106,Male,69,Technology,5,5250.0,Debit Card,23/08/2022,Cevahir AVM,26250.0,2022-08-23,23,8,2022,2022-08,3,34
I241462,Female,61,Shoes,4,2400.68,Cash,24/06/2022,Mall of Istanbul,9602.72,2022-06-24,24,6,2022,2022-06,2,25
I244296,Female,55,Clothing,3,900.24,Credit Card,14/11/2021,Metrocity,2700.7200000000003,2021-11-14,14,11,2021,2021-11,4,45
I874516,Female,20,Cosmetics,4,162.64,Cash,18/02/2022,Mall of Istanbul,650.56,2022-02-18,18,2,2022,2022-02,1,7
I130892,Female,43,Clothing,5,1500.4,Cash,29/08/2021,Kanyon,7502.0,2021-08-29,29,8,2021,2021-08,3,34
I260049,Male,45,Food & Beverage,5,26.15,Credit Card,26/05/2022,Mall of Istanbul,130.75,2022-05-26,26,5,2022,2022-05,2,21
I162122,Male,31,Clothing,1,300.08,Cash,3/10/2021,Istinye Park,300.08,2021-10-03,3,10,2021,2021-10,4,39
I143788,Female,18,Souvenir,3,35.19,Credit Card,26/09/2021,Kanyon,105.57,2021-09-26,26,9,2021,2021-09,3,38
I162736,Female,21,Clothing,1,300.08,Credit Card,9/11/2022,Viaport Outlet,300.08,2022-11-09,9,11,2022,2022-11,4,45
I193542,Male,66,Shoes,5,3000.85,Credit Card,28/10/2021,Metrocity,15004.25,2021-10-28,28,10,2021,2021-10,4,43
I244123,Female,46,Food & Beverage,2,10.46,Cash,28/05/2022,Kanyon,20.92,2022-05-28,28,5,2022,2022-05,2,21
I240267,Female,64,Clothing,3,900.24,Cash,25/02/2023,Metrocity,2700.7200000000003,2023-02-25,25,2,2023,2023-02,1,8
I200374,Male,42,Cosmetics,3,121.98,Credit Card,16/08/2022,Kanyon,365.94,2022-08-16,16,8,2022,2022-08,3,33
I544236,Female,42,Books,3,45.45,Debit Card,22/12/2022,Metrocity,136.35000000000002,2022-12-22,22,12,2022,2022-12,4,51
I181728,Male,18,Toys,3,107.52,Debit Card,22/05/2021,Viaport Outlet,322.56,2021-05-22,22,5,2021,2021-05,2,20
I307198,Female,56,Clothing,1,300.08,Credit Card,31/03/2022,Mall of Istanbul,300.08,2022-03-31,31,3,2022,2022-03,1,13
I234719,Female,21,Clothing,3,900.24,Credit Card,14/08/2022,Mall of Istanbul,2700.7200000000003,2022-08-14,14,8,2022,2022-08,3,32
I598662,Female,22,Food & Beverage,2,10.46,Cash,14/07/2021,Istinye Park,20.92,2021-07-14,14,7,2021,2021-07,3,28
I460915,Male,35,Clothing,5,1500.4,Credit Card,6/12/2021,Kanyon,7502.0,2021-12-06,6,12,2021,2021-12,4,49
I321108,Female,22,Clothing,4,1200.32,Credit Card,18/07/2021,Mall of Istanbul,4801.28,2021-07-18,18,7,2021,2021-07,3,28
I517638,Male,23,Clothing,3,900.24,Cash,24/02/2023,Kanyon,2700.7200000000003,2023-02-24,24,2,2023,2023-02,1,8
I145132,Male,35,Clothing,2,600.16,Debit Card,30/08/2021,Cevahir AVM,1200.32,2021-08-30,30,8,2021,2021-08,3,35
I303225,Female,49,Toys,4,143.36,Cash,26/07/2022,Forum Istanbul,573.44,2022-07-26,26,7,2022,2022-07,3,30
I325386,Female,48,Cosmetics,1,40.66,Credit Card,29/09/2022,Istinye Park,40.66,2022-09-29,29,9,2022,2022-09,3,39
I259221,Male,64,Shoes,4,2400.68,Cash,30/01/2023,Metrocity,9602.72,2023-01-30,30,1,2023,2023-01,1,5
I121760,Female,45,Clothing,1,300.08,Cash,14/10/2022,Metrocity,300.08,2022-10-14,14,10,2022,2022-10,4,41
I299752,Male,31,Books,4,60.6,Cash,26/09/2022,Emaar Square Mall,242.4,2022-09-26,26,9,2022,2022-09,3,39
I246671,Female,27,Books,1,15.15,Cash,26/01/2023,Mall of Istanbul,15.15,2023-01-26,26,1,2023,2023-01,1,4
I417310,Female,18,Clothing,4,1200.32,Cash,29/01/2021,Forum Istanbul,4801.28,2021-01-29,29,1,2021,2021-01,1,4
I288738,Female,48,Clothing,2,600.16,Cash,10/12/2022,Metropol AVM,1200.32,2022-12-10,10,12,2022,2022-12,4,49
I990883,Female,46,Technology,3,3150.0,Debit Card,18/01/2022,Kanyon,9450.0,2022-01-18,18,1,2022,2022-01,1,3
I150986,Female,31,Shoes,4,2400.68,Cash,14/10/2021,Mall of Istanbul,9602.72,2021-10-14,14,10,2021,2021-10,4,41
I186563,Male,45,Books,5,75.75,Debit Card,28/04/2022,Istinye Park,378.75,2022-04-28,28,4,2022,2022-04,2,17
I171509,Female,69,Souvenir,4,46.92,Cash,28/09/2021,Metropol AVM,187.68,2021-09-28,28,9,2021,2021-09,3,39
I261596,Female,20,Toys,4,143.36,Debit Card,15/05/2021,Mall of Istanbul,573.44,2021-05-15,15,5,2021,2021-05,2,19
I110085,Female,21,Clothing,2,600.16,Credit Card,28/11/2022,Metropol AVM,1200.32,2022-11-28,28,11,2022,2022-11,4,48
I255254,Female,27,Clothing,2,600.16,Cash,19/07/2021,Emaar Square Mall,1200.32,2021-07-19,19,7,2021,2021-07,3,29
I529964,Female,29,Clothing,2,600.16,Credit Card,20/01/2022,Istinye Park,1200.32,2022-01-20,20,1,2022,2022-01,1,3
I331125,Male,42,Toys,3,107.52,Cash,10/2/2023,Emaar Square Mall,322.56,2023-02-10,10,2,2023,2023-02,1,6
I244851,Female,23,Food & Beverage,5,26.15,Debit Card,29/03/2022,Metrocity,130.75,2022-03-29,29,3,2022,2022-03,1,13
I277036,Male,38,Toys,4,143.36,Credit Card,21/11/2021,Mall of Istanbul,573.44,2021-11-21,21,11,2021,2021-11,4,46
I673519,Male,38,Clothing,5,1500.4,Cash,14/07/2021,Metrocity,7502.0,2021-07-14,14,7,2021,2021-07,3,28
I971212,Female,33,Technology,3,3150.0,Debit Card,9/9/2022,Mall of Istanbul,9450.0,2022-09-09,9,9,2022,2022-09,3,36
I331871,Female,68,Shoes,1,600.17,Cash,8/6/2022,Metrocity,600.17,2022-06-08,8,6,2022,2022-06,2,23
I297917,Female,29,Clothing,4,1200.32,Credit Card,22/03/2021,Metrocity,4801.28,2021-03-22,22,3,2021,2021-03,1,12
I198362,Male,69,Toys,2,71.68,Credit Card,3/9/2021,Istinye Park,143.36,2021-09-03,3,9,2021,2021-09,3,35
I351440,Female,48,Clothing,1,300.08,Debit Card,17/12/2022,Metropol AVM,300.08,2022-12-17,17,12,2022,2022-12,4,50
I132566,Male,28,Shoes,5,3000.85,Cash,5/9/2022,Metropol AVM,15004.25,2022-09-05,5,9,2022,2022-09,3,36
I206018,Female,51,Technology,1,1050.0,Debit Card,4/5/2021,Mall of Istanbul,1050.0,2021-05-04,4,5,2021,2021-05,2,18
I282539,Female,23,Clothing,2,600.16,Debit Card,7/2/2023,Kanyon,1200.32,2023-02-07,7,2,2023,2023-02,1,6
I498262,Male,33,Technology,3,3150.0,Credit Card,15/11/2022,Metropol AVM,9450.0,2022-11-15,15,11,2022,2022-11,4,46
I504090,Female,53,Cosmetics,2,81.32,Credit Card,21/07/2022,Metrocity,162.64,2022-07-21,21,7,2022,2022-07,3,29
I184109,Female,48,Shoes,3,1800.51,Debit Card,26/07/2022,Metropol AVM,5401.53,2022-07-26,26,7,2022,2022-07,3,30
I276852,Male,24,Books,3,45.45,Credit Card,18/05/2021,Metrocity,136.35000000000002,2021-05-18,18,5,2021,2021-05,2,20
I864084,Male,34,Shoes,5,3000.85,Debit Card,7/7/2022,Metrocity,15004.25,2022-07-07,7,7,2022,2022-07,3,27
I329986,Female,38,Food & Beverage,4,20.92,Debit Card,30/03/2022,Metrocity,83.68,2022-03-30,30,3,2022,2022-03,1,13
I311355,Female,53,Technology,4,4200.0,Credit Card,7/12/2022,Metrocity,16800.0,2022-12-07,7,12,2022,2022-12,4,49
I286004,Female,39,Toys,5,179.2,Credit Card,26/10/2022,Cevahir AVM,896.0,2022-10-26,26,10,2022,2022-10,4,43
I163811,Male,40,Food & Beverage,4,20.92,Credit Card,19/01/2022,Metropol AVM,83.68,2022-01-19,19,1,2022,2022-01,1,3
I115164,Female,46,Shoes,4,2400.68,Credit Card,23/07/2021,Istinye Park,9602.72,2021-07-23,23,7,2021,2021-07,3,29
I664716,Female,43,Cosmetics,4,162.64,Debit Card,4/9/2022,Metrocity,650.56,2022-09-04,4,9,2022,2022-09,3,35
I771922,Female,64,Technology,4,4200.0,Credit Card,19/08/2021,Kanyon,16800.0,2021-08-19,19,8,2021,2021-08,3,33
I166775,Female,33,Cosmetics,5,203.3,Debit Card,13/03/2022,Kanyon,1016.5,2022-03-13,13,3,2022,2022-03,1,10
I382954,Male,29,Clothing,5,1500.4,Cash,7/10/2022,Mall of Istanbul,7502.0,2022-10-07,7,10,2022,2022-10,4,40
I321800,Male,26,Cosmetics,4,162.64,Cash,19/03/2021,Emaar Square Mall,650.56,2021-03-19,19,3,2021,2021-03,1,11
I302518,Male,24,Shoes,2,1200.34,Cash,14/03/2021,Mall of Istanbul,2400.68,2021-03-14,14,3,2021,2021-03,1,10
I303422,Female,28,Food & Beverage,3,15.69,Credit Card,24/12/2021,Metrocity,47.07,2021-12-24,24,12,2021,2021-12,4,51
I158492,Female,21,Clothing,3,900.24,Debit Card,25/03/2021,Emaar Square Mall,2700.7200000000003,2021-03-25,25,3,2021,2021-03,1,12
I324765,Male,24,Technology,2,2100.0,Credit Card,15/12/2021,Mall of Istanbul,4200.0,2021-12-15,15,12,2021,2021-12,4,50
I130681,Male,27,Clothing,3,900.24,Credit Card,23/10/2022,Mall of Istanbul,2700.7200000000003,2022-10-23,23,10,2022,2022-10,4,42
I313254,Male,57,Clothing,1,300.08,Debit Card,26/07/2021,Metrocity,300.08,2021-07-26,26,7,2021,2021-07,3,30
I696146,Female,19,Toys,5,179.2,Debit Card,25/08/2021,Metrocity,896.0,2021-08-25,25,8,2021,2021-08,3,34
I259045,Female,54,Food & Beverage,3,15.69,Debit Card,6/3/2021,Metrocity,47.07,2021-03-06,6,3,2021,2021-03,1,9
I202943,Female,23,Food & Beverage,4,20.92,Cash,6/9/2022,Metrocity,83.68,2022-09-06,6,9,2022,2022-09,3,36
I114582,Male,46,Food & Beverage,4,20.92,Cash,29/05/2022,Kanyon,83.68,2022-05-29,29,5,2022,2022-05,2,21
I173910,Female,20,Toys,5,179.2,Debit Card,12/10/2021,Metrocity,896.0,2021-10-12,12,10,2021,2021-10,4,41
I551545,Male,48,Clothing,3,900.24,Credit Card,19/10/2021,Metrocity,2700.7200000000003,2021-10-19,19,10,2021,2021-10,4,42
I124699,Male,31,Clothing,5,1500.4,Credit Card,30/05/2022,Kanyon,7502.0,2022-05-30,30,5,2022,2022-05,2,22
I157327,Female,57,Clothing,2,600.16,Cash,1/1/2023,Metrocity,1200.32,2023-01-01,1,1,2023,2023-01,1,52
I335380,Male,51,Toys,2,71.68,Cash,13/08/2021,Viaport Outlet,143.36,2021-08-13,13,8,2021,2021-08,3,32
I219914,Female,60,Clothing,3,900.24,Cash,18/04/2022,Istinye Park,2700.7200000000003,2022-04-18,18,4,2022,2022-04,2,16
